UUID,QUOTE_TRANSCRIPTION,ANCHOR,HISTORY,TYPE,SourceOfLocation,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,Author,AuthorBorn,AuthorDies,Textwriting,Certainty,source,TextTitle,TextWritingPlaceName,TextwritinglocationLAT,TextwritinglocationLONG,sourcefortextlocation,,,,catergory
60ed702c-b80b-452e-9ee9-b12cd32dca93,Britons,char-offset:5008,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981525,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
5d6a6990-0e5b-4d53-9fc2-cd900f228104,Britons,char-offset:5338,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981526,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
cebbccc4-9c16-42af-bdf5-c345314643bb,Britons,char-offset:5986,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981527,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
af19f341-9599-403b-b077-8df44b0c0b3d,Britons,char-offset:6466,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981528,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
7b6d3cf7-5325-472a-9739-bb9a0aad8215,Britons,char-offset:9097,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981529,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
be6fb150-13cb-4269-97d2-4058d928bb52,Britons,char-offset:9858,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981530,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
ecc4b015-65e4-42d5-bec5-54c0c727b489,Britons,char-offset:10828,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981531,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
95ae1eb7-2a0e-47f4-92b8-8a3898d35a10,Britons,char-offset:11843,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981532,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
1008389b-677d-4fef-9ca3-47170dc71399,Britons,char-offset:12523,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981533,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
2f9740b0-fc0e-4fa0-a045-3e21f2f2d891,Britons,char-offset:12634,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981534,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
b3ee1214-1fb3-4e8e-b57e-a31daabddb43,Byzantine Lygos,char-offset:1070,HISTORICAL,PLACE,http://pleiades.stoa.org/places/520998,"Constantinopolis|Byzantium|Byzantium/Byzantion/Constantinopolis, Istanbul",41.012379,28.975926,"settlement,urban",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108900,,,
4e54535e-03c1-4367-b4e5-f3b81fa27076,Caesar,char-offset:7752,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Caesar with Rome,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108943,,,
8f0d84b7-d986-4efa-b05c-0d19d040aeab,Caesar,char-offset:4386,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423026,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Caesar with Rome,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
f00dd0f7-8ccf-44fc-bc38-46d0d7808e9c,Campania,char-offset:2442,HISTORICAL,PLACE,http://pleiades.stoa.org/places/432742,Campania,41.25,14.25,region,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
7d397d06-b314-4bb4-bfc0-965731ca1c1c,Campanian,char-offset:3452,HISTORICAL,PLACE,http://pleiades.stoa.org/places/432742,Campania,41.25,14.25,region,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108972,,,
0481ab30-bb8f-4c22-9449-d24289275f57,Campanian,char-offset:3182,HISTORICAL,PLACE,http://pleiades.stoa.org/places/432742,Campania,41.25,14.25,region,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
7bbbd3c9-662e-4366-877d-5b9df9646e30,Campanians,char-offset:3930,HISTORICAL,PERSON,http://pleiades.stoa.org/places/432742,Campania,41.25,14.25,region,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108917,,,
75afa0ba-05e4-4689-877c-d00fd7e0ab05,Capua,char-offset:3040,HISTORICAL,PLACE,http://pleiades.stoa.org/places/432754,"Casilinum|Casilinum, Capua|Capua|Capua, Santa Maria Capua Vetere|Capua",41.1061258,14.2130486,"amphitheatre,settlement",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108969,,,
ae5f2190-c8dd-4799-8c74-b6dc4eaa3ae9,Capua,char-offset:3080,HISTORICAL,PLACE,http://pleiades.stoa.org/places/432754,"Casilinum|Casilinum, Capua|Capua|Capua, Santa Maria Capua Vetere|Capua",41.1061258,14.2130486,"amphitheatre,settlement",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108970,,,
a247c3eb-aefb-42b1-86e9-739a707cfe35,Carthage,char-offset:300,HISTORICAL,PLACE,http://sws.geonames.org/2468245,Carthage,36.86108,10.33161,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108955,,,
bf6a3867-98cc-454e-8071-e0ed31cc4640,Carthage,char-offset:309,HISTORICAL,PLACE,http://sws.geonames.org/2468245,Carthage,36.86108,10.33161,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108956,,,
568e9662-ff14-41c4-977e-e88b819db735,Carthage,char-offset:745,HISTORICAL,PLACE,http://sws.geonames.org/2468245,Carthage,36.86108,10.33161,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108958,,,
f6ba8ff0-e582-4ccd-b5ab-032af4c76034,Carthaginians,char-offset:3896,HISTORICAL,PERSON,http://sws.geonames.org/2468245,Carthage,36.86108,10.33161,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108916,,,
f3b392a5-9f48-495b-bd92-543d810895bc,Catana,char-offset:5908,HISTORICAL,PLACE,https://tools.wmflabs.org/geohack/geohack.php?pagename=Catania&params=37_30_0_N_15_5_25_E_region:IT-CT_type:city(300601),Catana,"37.5,ï¿_",15.090278,,PRETTY_GOOD,,"Catana (Î_Î±Ï„Î¬Î_Î·, Lat. Catina, mod. Catania), founded from *Naxos (2) in 729 bce, lies on the sea at the SE side of Mt. Aetna; to the south and west stretches the fertile Catania plain, coveted by the Syracusans, whose superior power dominated Catana for much of its history. Its lawgiver *Charondas was its most famous citizen in its early period. *Hieron (1) I removed the Catanaeans to Leontini and renamed the city Aetna, repeopling it with Doric mercenaries. In 461 these were expelled and the old name restored. The Athenians used Catana as a base in 415â€“413. Captured by *Dionysius (1) I in 403, it from then on formed part of the Syracusan empire, with brief intervals of independence or subjection to *Carthage. After 263, when the Romans captured it, it became a civitas decumana, and it flourished under the Roman republic (Cic. 2 Ve",Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108929,,,
2f65ca23-7da9-46c4-9163-0621e8ba1e0c,Catana,char-offset:5863,HISTORICAL,PLACE,https://tools.wmflabs.org/geohack/geohack.php?pagename=Catania&params=37_30_0_N_15_5_25_E_region:IT-CT_type:city(300601),Catana,"37.5,ï¿_",15.090278,,PRETTY_GOOD,,"Catana (Î_Î±Ï„Î¬Î_Î·, Lat. Catina, mod. Catania), founded from *Naxos (2) in 729 bce, lies on the sea at the SE side of Mt. Aetna; to the south and west stretches the fertile Catania plain, coveted by the Syracusans, whose superior power dominated Catana for much of its history. Its lawgiver *Charondas was its most famous citizen in its early period. *Hieron (1) I removed the Catanaeans to Leontini and renamed the city Aetna, repeopling it with Doric mercenaries. In 461 these were expelled and the old name restored. The Athenians used Catana as a base in 415â€“413. Captured by *Dionysius (1) I in 403, it from then on formed part of the Syracusan empire, with brief intervals of independence or subjection to *Carthage. After 263, when the Romans captured it, it became a civitas decumana, and it flourished under the Roman republic (Cic. 2 Ve",Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108998,,,
3fd2e38d-f050-44d0-9902-e7b9ba2e008f,Catulus,char-offset:7676,HISTORICAL,PERSON,,,,,,,,"Q. Lutatius Catulus finished the restoration of the Capital, which had been burnt in the struggle between Sulla and Marius.",Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108942,,,
b295931c-10af-4fbc-bd50-ec21c790a842,Celestine,char-offset:12222,HISTORICAL,PLACE,,,,,,UNVERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
def1533a-e516-46b7-814e-84b4f3418a48,Celts,char-offset:9994,HISTORICAL,PERSON,,,,,,,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108949,,,
99027053-ba27-4114-978a-9f594f5bf141,Cevennes,char-offset:6557,HISTORICAL,PLACE,http://pleiades.stoa.org/places/167703,"Cebenna Mons|Cebenna Mons/Cemmenus Mons, CÃ©vennes",44.425959,3.7391349,mountain,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109007,,,
76d9aacb-5c2d-42dc-8f53-01c164e90775,Cevennes,char-offset:7208,HISTORICAL,PLACE,http://pleiades.stoa.org/places/167703,"Cebenna Mons|Cebenna Mons/Cemmenus Mons, CÃ©vennes",44.425959,3.7391349,mountain,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109015,,,
eb692d2f-cc7b-428d-8b16-b453b207a8b3,Choaspes,char-offset:9763,MYTHICAL,PLACE,https://pleiades.stoa.org/places/912935,Shaur/Choaspes?/Eulaeus?/Uknu? (river),33.0958458,47.5259884,,deduced,,herodotus,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108948,,,
5700cea4-ac1a-444b-a260-1c39d1da339f,cities,char-offset:11145,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
f32cd688-ba5c-4fa4-945b-7cae603f80a8,cities,char-offset:13273,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
caece2b0-e92b-476e-ac23-6dc8d758f288,commonwealth,char-offset:972,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
2acb9465-aa6d-4f9a-b6a1-5809b7a6fbbb,commonwealth,char-offset:1088,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
8937d86e-48f0-4a97-b83b-5b41943805b8,commonwealth,char-offset:4192,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
90f68f8e-2c40-4d12-a977-2b2f7049f0a4,commonwealth,char-offset:13194,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
55eec055-b57f-47fe-a01d-6e4e867b3744,Constans,char-offset:4341,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
1fe7535f-12d4-4c0b-bbc4-07a5d13d8716,Constantine,char-offset:732,HISTORICAL,PERSON,,,,,,,Historical,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108897,,,
63aeeb0c-66f5-487a-968f-d087f0e92d33,Constantine,char-offset:148,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
30d8e77a-f76f-493e-83b4-a14bcc0a6a4c,Constantine,char-offset:255,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
e912d1fd-a349-4bb7-b7c4-65555087bf43,Constantine,char-offset:3277,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
a436b9ce-5307-4c4f-a499-7ae9c8ab8bc9,Constantine,char-offset:3868,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
6a613e5e-fba9-4270-9744-ac08e3117dfa,Constantine,char-offset:4276,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
7a26f6f1-acae-4b2c-bd6d-a7347b459152,Constantinople,char-offset:281,HISTORICAL,PLACE,http://pleiades.stoa.org/places/520998,"Constantinopolis|Byzantium|Byzantium/Byzantion/Constantinopolis, Istanbul",41.012379,28.975926,"settlement,urban",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108954,,,
06b3205a-c90a-427a-b09f-3e00d197feac,Constantinople,char-offset:347,HISTORICAL,PLACE,http://pleiades.stoa.org/places/520998,"Constantinopolis|Byzantium|Byzantium/Byzantion/Constantinopolis, Istanbul",41.012379,28.975926,"settlement,urban",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108957,,,
f4c83070-c8ef-458a-a369-13df6aca3e6f,Constantinople,char-offset:13346,HISTORICAL,PLACE,http://pleiades.stoa.org/places/520998,"Constantinopolis|Byzantium|Byzantium/Byzantion/Constantinopolis, Istanbul",41.012379,28.975926,"settlement,urban",VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
1bfc4fa5-37f9-47ab-860b-69a7bf894a3b,Constantius,char-offset:22,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
154a961b-16a2-4ab6-b9b7-e90987a17a91,Constantius,char-offset:4240,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
3bbc20b4-1a14-44df-89bb-dc96940c10a1,Consus,char-offset:5596,MYTHICAL,PERSON,http://pleiades.stoa.org/places/579885,Consus | Poseidon | Neptune,37.971687,23.726464,god,ASSIGNED,,Consus fights Athena for Athens,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108927,,,
50ebd1a1-63c6-4e14-b357-0aeeb4c84b5e,Cordova,char-offset:5362,HISTORICAL,PLACE,http://sws.geonames.org/2519240,Cordoba,37.89155,-4.77275,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108923,,,
afff900c-3db3-427f-94a7-c5c7121df874,Cordova,char-offset:5175,HISTORICAL,PLACE,http://sws.geonames.org/2519240,Cordoba,37.89155,-4.77275,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108988,,,
6a63cb32-3a74-4414-b896-8f34ce39781c,Diocletian,char-offset:55,HISTORICAL,PERSON,https://pleiades.stoa.org/places/197524,Spalatum | Spoleto | Split,43.5073485,16.44067205,,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
fa606c79-8b66-489b-a48d-54671a9914eb,Divona,char-offset:10000,HISTORICAL,PLACE,https://pleiades.stoa.org/places/138329/?searchterm=cahors*,Divona | Cahors,44.44786653,1.440141333,,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108950,,,
5a1ac2ed-e0d6-432a-be3e-e90a30e928a2,dyke,char-offset:4673,HISTORICAL,PLACE,http://pleiades.stoa.org/places/91358,Hadrian's Wall,54.98455092,-2.349055729,frontier-system-limes,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
db719fd0-0fbf-4119-aad9-8534d7e79d10,earth,char-offset:2351,MYTHICAL,PLACE,,,,,,,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108913,,,
0791bacc-d4a8-431d-b00a-a5451bc97172,earth-born fathers,char-offset:5540,MYTHICAL,PERSON,http://pleiades.stoa.org/places/579885,"Athenae|Athenae, AthÃ_na",37.971687,23.726464,settlement,ASSIGNED,,give athens as center,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108925,,,
e8a47cf2-df71-46b0-acaa-cfa95298a3c8,East,char-offset:1216,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
913de9e2-a16d-4265-a26c-a5e42e152d0d,East,char-offset:1788,HISTORICAL,PLACE,,East,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
1a566c50-9cb1-4ed7-8b77-bfc088a3c5e6,eastern sea,char-offset:7796,HISTORICAL,PLACE,http://pleiades.stoa.org/places/39308,Azanium Mare/Barbarikon Pelagos,20.0000001,64.9999999,water-open,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109019,,,
0d988704-270f-4d0a-89f6-cafcbbd773d1,Elissa,char-offset:708,MYTHICAL,PERSON,http://sws.geonames.org/2468245,"Dido, queen of carthage",36.86108,10.33161,,VERIFIED,Mythical,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108896,,,
173acb26-7ca9-4166-a6d1-c374c83d00ac,Empire,char-offset:2167,HISTORICAL,PLACE,,,,,,,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108911,,,
6d220ba6-a237-4139-b7b8-c635992d2ed0,empire,char-offset:1893,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
83c61911-487f-4097-b480-8b72836c4de7,empire,char-offset:4035,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
c9e7fbdd-96d0-44e9-9bce-a460f0ed9b88,empire,char-offset:12192,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
3dc583a8-85ba-4613-b88f-9aa7e0cad0c5,Euripus,char-offset:9324,HISTORICAL,PLACE,,,,,,,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108946,,,
9823ef47-59c5-4352-9fe4-a139a0454779,Europe,char-offset:13234,,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
4c16e217-39ae-4523-8866-955eccdadc49,Eutropius,char-offset:224,,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
5a9c0c35-b1b9-4dc4-a514-7d339eff0e93,fire-scathed brethren,char-offset:5988,,PERSON,,,,,,,,"Amphinomus and Anapias, who carried their parents out of the burning town when Etna was in eruption: see Strabo, p. 209;Â Aetna,Â 11. 624 ff.",Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108930,,,
d78f4a6d-dacf-4cc3-95d5-ba379a4313aa,Franks,char-offset:3699,,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
8a5af29e-17a0-483a-9cdb-5b58ede8d2f4,Gaius Julius Caesar,char-offset:4596,,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
2f83bc42-c365-45ad-bef5-e004adbc82c1,Garonne,char-offset:6443,,PLACE,http://pleiades.stoa.org/places/138369,"Garumna (river)|Garumna, Garonne (La)",45.585693,-1.047134,river,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109005,,,
